preprocess_time,degree,beam,search_time,QPS,recall
0.331356,128,10,0.008037,1244187.125000,0.519419
0.331356,128,20,0.016264,614847.625000,0.691276
0.331356,128,30,0.024345,410754.000000,0.759083
0.331356,128,40,0.031914,313339.125000,0.797652
0.331356,128,50,0.039973,250169.718750,0.821652
0.331356,128,60,0.047775,209315.718750,0.838733
0.331356,128,70,0.056346,177476.140625,0.851644
0.331356,128,80,0.064398,155283.500000,0.862464
0.331356,128,90,0.072019,138852.656250,0.871785
0.331356,128,100,0.079638,125567.765625,0.879465
0.331356,128,110,0.086941,115020.960938,0.885345
0.331356,128,120,0.094173,106187.085938,0.890324
0.331356,128,130,0.104306,95871.390625,0.894335
0.331356,128,140,0.111899,89365.914062,0.898335
0.331356,128,150,0.119460,83710.140625,0.902075
0.331356,128,160,0.122370,81719.257812,0.903886
0.331356,128,170,0.133340,74996.156250,0.908716
0.331356,128,180,0.141273,70784.726562,0.911657
0.331356,128,190,0.145330,68808.937500,0.913417
0.331356,128,200,0.154940,64540.941406,0.916677
0.331356,128,210,0.162285,61619.906250,0.919067
0.331356,128,220,0.167488,59705.910156,0.920736
0.331356,128,230,0.176075,56793.824219,0.923267
0.331356,128,240,0.183732,54427.035156,0.924997
0.331356,128,250,0.189903,52658.507812,0.926548
0.331356,128,260,0.196120,50989.308594,0.928367
0.331356,128,270,0.203338,49179.101562,0.929788
0.331356,128,280,0.210480,47510.421875,0.931577
0.331356,128,290,0.217743,45925.656250,0.932938
0.331356,128,300,0.225051,44434.308594,0.934367
0.331356,128,310,0.232238,43059.261719,0.935498
0.331356,128,320,0.234552,42634.480469,0.936108
0.331356,128,330,0.246632,40546.167969,0.937888
0.331356,128,340,0.253947,39378.316406,0.939058
0.331356,128,350,0.257367,38855.011719,0.939738
0.331356,128,360,0.268163,37290.785156,0.941368
0.331356,128,370,0.275517,36295.378906,0.942508
0.331356,128,380,0.279976,35717.363281,0.943168
0.331356,128,390,0.284231,35182.695312,0.944108
0.331356,128,400,0.291338,34324.394531,0.945148
0.331356,128,410,0.297605,33601.570312,0.946008
0.331356,128,420,0.304496,32841.109375,0.947008
0.331356,128,430,0.311498,32102.960938,0.947898
0.331356,128,440,0.318567,31390.611328,0.948748
0.331356,128,450,0.325142,30755.837891,0.949828
0.331356,128,460,0.332468,30078.072266,0.950548
0.331356,128,470,0.339530,29452.501953,0.951178
0.331356,128,480,0.341257,29303.410156,0.951488
0.331356,128,490,0.352588,28361.750000,0.952679
0.331356,128,500,0.360294,27755.130859,0.953399
