recall,degree,build_time,itopk_size,search_time,QPS
0.823984,48,9.814992,15,0.002007,4982462.000000
0.890138,48,9.814992,20,0.002786,3588983.750000
0.922632,48,9.814992,25,0.003448,2900393.500000
0.945155,48,9.814992,30,0.004246,2355433.000000
0.957836,48,9.814992,35,0.004814,2077350.375000
0.967798,48,9.814992,40,0.005606,1783675.875000
