degree,build_time,tau,search_time,QPS,recall
56,15.675998,0.1,0.003639,2747880.754247,0.857350
56,15.675998,0.15,0.003539,2825471.683690,0.872990
56,15.675998,0.2,0.003902,2562756.719023,0.894520
56,15.675998,0.25,0.004940,2024160.457623,0.918490
56,15.675998,0.3,0.005808,1721620.915829,0.943400
56,15.675998,0.31,0.006161,1623022.446779,0.947790
56,15.675998,0.32,0.006382,1566957.991488,0.951540
56,15.675998,0.34,0.007155,1397635.000041,0.960320
