degree,build_time,tau,search_time,QPS,recall
48,218.091965,0.3,0.007345,1361418.462395,0.871010
48,218.091965,0.35,0.009333,1071467.847787,0.908340
48,218.091965,0.37,0.010723,932596.431640,0.922830
48,218.091965,0.39,0.013829,723136.916739,0.937060
48,218.091965,0.41,0.015299,653631.689937,0.949800
48,218.091965,0.51,0.029019,344601.348004,0.988490
